,words,count
46209,नजरले,1
46210,लेख्दैछिन्,1
46211,भान्सामा,1
46212,छुअरुबेला,1
46213,तीनथरि,1
46214,बिऊहरु,1
46215,थाल्नुपर्छ,1
46216,कुनैधर्मप्रति,1
46217,भूईचालोले,1
46218,विपत्तीसंग,1
46219,भुईचालोमा,1
46220,नु,1
46221,थिच्नु,1
46222,कार्यसुचीका,1
46223,भेन्टिलेटरसमेत,1
46224,गराइसकेका,1
46225,धकेलिन,1
46226,वुहानलाई,1
46227,जोखिमयूक्त,1
46228,पुरुषमामा,1
46229,इम्युनोलोजी,1
46230,पुरुषहरूको,1
46231,सुविधाहरु,1
46232,एटीयम,1
46233,संजालिक,1
46234,सैनिकहरुमा,1
46235,पुर्वाग्रही,1
46236,अफगान,1
46237,चीनतिर,1
46238,साँधेर,1
46239,ठगियो,1
46240,हप्तादिनका,1
46241,बोलिएको,1
46242,दर्पणमा,1
46243,स्व्च्छस्फटिक,1
46244,आईदिनेगरे,1
46245,गरेक,1
46246,जन्मिएपछी,1
46247,गर्भै,1
46248,बढ्नेक्रम,1
46249,नरोकिए,1
46250,छकेही,1
46251,हाल्यो,1
46252,लडाँई,1
46253,खोसाखोससम्म,1
46254,गजबै,1
46255,भोटर,1
46256,गिरोह,1
46257,सल्बलाइहेको,1
46258,त्यहिखालका,1
46259,लेखाइ,1
46260,बाढ्दै,1
46261,जावोस,1
46262,अबिस्मरणिय,1
46263,सचेतनाभन्दा,1
46264,बेचिरहेको,1
46265,बोलिरहेका,1
46266,पत्याउनुपर्ने,1
46267,उदारवादी,1
46268,दक्षिणपन्थीहरु,1
46269,एकठाँउमा,1
46270,आएछन,1
46271,षड्यन्त्रका,1
46272,दुरीलगायत,1
46273,गर्नहुन,1
46274,विधीहरुलाई,1
46275,अथोरेटेरिएन,1
46276,पश्चिमाहरुले,1
46277,तिनैहरु,1
46278,मुस्लिमविरुद्ध,1
46279,छेति,1
46280,भईराको,1
46281,सुक्षामा,1
46282,पाएसम्म,1
46283,ओर्लिएको,1
46284,पैलोपल्ट,1
46285,निसक्न,1
46286,सपनामै,1
46287,आँत्तिए,1
46288,सोनाली,1
46289,दवारा,1
46290,चलते,1
46291,कम्पायमान,1
46292,राष्ट्रों,1
46293,आपकी,1
46294,लम्बी,1
46295,चिंता,1
46296,सूझ,1
46297,बूझ,1
46298,उसी,1
46299,वड़ा,1
46300,आधुनिक्ताले,1
46301,आधुनिकताबादले,1
46302,मुल्यमान्ता,1
46303,अमान्य,1
46304,प्रबिधिलाइ,1
46305,दिलाउनकोलागि,1
46306,लगाएजस्तै,1
46307,मिलनसार,1
46308,बूढो,1
46309,जित्दैछन्,1
46310,साँढेको,1
46311,जुधाइ,1
46312,बाच्छाको,1
46313,मिचाइमा,1
46314,धनकौलका,1
46315,काठमाण्डौंमा,1
46316,दीर्घकालमा,1
46317,पूर्वाधारलाई,1
46318,स्वाबमध्ये,1
46319,विधिमार्फत्,1
46320,छाउनीस्थित्,1
46321,बाहिनीको,1
46322,पाएकाहरुसंगको,1
46323,विधिका,1
46324,माइक्रोबायोलजिष्ट,1
46325,गराउँदैछु,1
46326,लड्छु,1
46327,लडिसकेको,1
46328,किल्लोर,1
46329,अस,1
46330,मर्नेकाे,1
46331,किसीमको,1
46332,शुरूभको,1
46333,एक्दमै,1
46334,गाऊमा,1
46335,जिम्मेदार,1
46336,बनाउछन,1
46337,रखे,1
46338,अडिट,1
46339,संक्रमणसंगै,1
46340,अन्ताष्ट्रिय,1
46341,आईसीसीले,1
46342,खेलाडीहरुलाई,1
46343,अखिलका,1
46344,गराएन,1
46345,मुखको,1
46346,पेटको,1
46347,हाइड्रो,1
46348,क्लोरिक,1
46349,मारिदिन्छ,1
46350,आकर्षन,1
46351,चाहूंगा,1
46352,प्रांत,1
46353,हिमंत,1
46354,कालियाँ,1
46355,कल्पनै,1
46356,नगर्नोस,1
46357,भूराजनीति,1
46358,विमस्केटमा,1
46359,स्भाविक,1
46360,सोचेकै,1
46361,उजगार,1
46362,पठाउनुनपर्ने,1
46363,सरकारपक्षी,1
46364,संरचनाका,1
46365,अईतबार,1
46366,हेरें,1
46367,दखें,1
46368,मित्रहरुको,1
46369,समिम,1
46370,अन्सारीले,1
46371,सद्भावमाथि,1
46372,खलल,1
46373,तत्वहरूले,1
46374,खस्याङ,1
46375,खुसुङ,1
46376,कमिहुदैन,1
46377,अफसोच,1
46378,प्यूठान,1
46379,लकडान्डको,1
46380,छन्न,1
46381,बिद्धवान,1
46382,बुद्धिजिबि,1
46383,गाईगुई,1
46384,कोअन्त्यको,1
46385,डाग्नोष्टिक,1
46386,बिकको,1
46387,छरिएका,1
46388,भेटिनु,1
46389,रेयो,1
46390,गहिराईमा,1
46391,सुचनात्मक,1
46392,भेरिफिकेसनका,1
46393,लम्बिन्छ,1
46394,खकुरेलले,1
46395,एक्वडोर,1
46396,अमेरिकाभरि,1
46397,एक्वडोरबाट,1
46398,त्यह,1
46399,उताका,1
46400,ढँग,1
46401,भइटोपलेर,1
46402,गर्नलायक,1
46403,क्लोरीन,1
46404,किटनासक,1
46405,नगरों,1
46406,औपचारीक,1
46407,खुसिकाे,1
46408,लम्कीका,1
46409,प्रादेशीक,1
46410,वेजिल्लाका,1
46411,निम्नवर्गीय,1
46412,होईनन,1
46413,मानसिकताका,1
46414,पाईहाले,1
46415,लक्षणहरुलाई,1
46416,राैनियार,1
46417,अशाेक,1
46418,आइसाेलेशन,1
46419,निमित्,1
46420,राजपाले,1
46421,सङ्कल्पका,1
46422,याप,1
46423,डाउन्लोड,1
46424,नउठेको,1
46425,भन्दिय,1
46426,स्यानिटाइजेसन,1
46427,पोलिमर,1
46428,रिएक्सन,1
46429,मध्यमवर्ग,1
46430,धनीमानी,1
46431,घरबारविहीन,1
46432,ज्यामीज्यानहरु,1
46433,मामबाट,1
46434,फुक्का,1
46435,गाईघाटको,1
46436,धर्मगुरुलाई,1
46437,विरागनटर,1
46438,रत्ननगरमा,1
46439,फ्युचरिस्ट,1
46440,फोर्ड,1
46441,गतिविधीमा,1
46442,बदलिदिएको,1
46443,स्पस्टीकरण,1
46444,विशेषज्ञलाई,1
46445,पटकमा,1
46446,मस्जिदहरुको,1
46447,दक,1
46448,कारणबारे,1
46449,हिमपातका,1
46450,शे,1
46451,फोक्सुण्डो,1
46452,गुफामा,1
46453,गोर्खालीको,1
46454,छ्म,1
46455,बहादुरीका,1
46456,परास्थ,1
46457,बलवान्,1
46458,महानगरपालिकाभित्र,1
46459,गरिरहेकाहरूको,1
46460,जीजिविषाको,1
46461,न्यायालयकाे,1
46462,तालमा,1
46463,आउनमात्र,1
46464,नभ्याएका,1
46465,तनावमुक्त,1
46466,इन्टरनेटमार्फत,1
46467,घुर्की,1
46468,महाकाल,1
46469,अनिकालले,1
46470,पोइल,1
46471,भैहाल्थ्यो,1
46472,चुहाएको,1
46473,सुशिक्षित,1
46474,जीवनमाथी,1
46475,स्वत्त,1
46476,स्पस्टिकरण,1
46477,अध्यक्षत्रयको,1
46478,रातिराति,1
46479,समुदाये,1
46480,जोडीएर,1
46481,जातिये,1
46482,हिम्शाको,1
46483,बिजारोपण,1
46484,एम्बुलेन्सदेखि,1
46485,जान्,1
46486,गलहत्याइ,1
46487,अध्यक्षत्रयले,1
46488,जीवनले,1
46489,सास्तीमा,1
46490,प्लुरल्स,1
46491,झटका,1
46492,ज़रूर,1
46493,हारना,1
46494,ईसे,1
46495,लाना,1
46496,हमलोगों,1
46497,जानते,1
46498,सिर्फ़,1
46499,पुर्न,1
46500,रखना,1
46501,अगली,1
46502,एनआरएनका,1
46503,तथ्यांकानुसार,1
46504,मर्या,1
46505,टुईटेहस्पतालका,1
46506,पुगीयो,1
46507,लाटों,1
46508,गाँउको,1
46509,गाँडा,1
46510,जिल,1
46511,झिल्केले,1
46512,कन्सर्टमा,1
46513,स्टीभी,1
46514,ओन्डर,1
46515,टेलर,1
46516,स्वीफ्ट,1
46517,जेनीफर,1
46518,लोपेज,1
46519,रोलिन्ग,1
46520,स्टोन्स,1
46521,शेरिल,1
46522,क्रो,1
46523,आदीको,1
46524,दुविधामा,1
46525,बोसिलो,1
46526,चश्माको,1
46527,बरेमा,1
46528,भोइरहेको,1
46529,हन्ने,1
46530,सम्जाउने,1
46531,बुजाउने,1
46532,बाड्यो,1
46533,याउनछन,1
46534,बोलाउँछ,1
46535,बोलना,1
46536,निरीहतासँगै,1
46537,नवउपनिवेशवादका,1
46538,सकिँदा,1
46539,आइतबारसम्मका,1
46540,नउठाएकै,1
46541,भाइरोलोजीमा,1
46542,अपरिपक्वता,1
46543,जनस्वास्थ्यमाथिको,1
46544,खेलवाडलाई,1
46545,उदाङ्गो,1
46546,नजरबाट,1
46547,देखाईदिनुस,1
46548,बिनाशकाले,1
46549,सुदृढगर्दै,1
46550,गर्नेवेला,1
46551,समुहप्रतिको,1
46552,नेपाको,1
46553,सोचीरहेका,1
46554,लोजिक,1
46555,योगि,1
46556,भिक्षु,1
46557,जोगिको,1
46558,भिडौ,1
46559,सम्प्रदायिक,1
46560,मुस्लिमलाई,1
46561,लज्जित,1
46562,गाउको,1
46563,गएकोहरुले,1
46564,छिराइ,1
46565,तेह्रथुमको,1
46566,मेन्छेयायाम,1
46567,कतिलाइ,1
46568,स्लाके,1
46569,दिएकै,1
46570,जिम्मेवारपूर्ण,1
46571,दुखालु,1
46572,रेस्पोन्ड,1
46573,बोलाउनपर्ने,1
46574,हेपे,1
46575,दुईत्याईलाई,1
46576,बढेसगै,1
46577,हेडलाईन,1
46578,रेमिटानस,1
46579,घटने,1
46580,रोज़गार,1
46581,गुमाऊने,1
46582,मध्यय,1
46583,ब्वबसाय,1
46584,सिरजना,1
46585,गरएको,1
46586,रेस्टुटुडेन्त,1
46587,बितिय,1
46588,छेत्र,1
46589,लामोसमय,1
46590,खोसिन,1
46591,ठाउलाइ,1
46592,वार्डहरुको,1
46593,महामारीसम्बन्धी,1
46594,मिथ,1
46595,भत्काउँदै,1
46596,स्वास्थ्यकर्मिहरु,1
46597,रवाफ,1
46598,फूर्ति,1
46599,हच्किंदैन,1
46600,हच्किने,1
46601,स्वास्थ्यकर्मीसँग,1
46602,मामिलाले,1
46603,इन्फरमेसन,1
46604,अस्पलालमा,1
46605,गुमाउला,1
46606,असारसम्म,1
46607,आकारभित्र,1
46608,रेमिट्यान्सको,1
46609,गिरावटपछि,1
46610,ब्यबसायि,1
46611,उपभोक्ताज्यु,1
46612,नाच्न,1
46613,हुनसके,1
46614,कन्ठै,1
46615,तीरका,1
46616,कम्लिस्ट,1
46617,थियजसरि,1
46618,थियतर,1
46619,मन्त्रिले,1
46620,ताने,1
46621,खलनायक,1
46622,गाडिले,1
46623,चड्छ,1
46624,ढोङ,1
46625,गाडिहरु,1
46626,हरूवा,1
46627,चरुवा,1
46628,सोभा,1
46629,मनकुमारीले,1
46630,रोहबरमा,1
46631,पिइन्,1
46632,नतिजासमेत,1
46633,उम्किइन्,1
46634,इलेक्ट्रिक,1
46635,श्रीपेच,1
46636,नारायणहिटि,1
46637,कतिपनि,1
46638,हर्षास्रु,1
46639,बिस्मातअश्रु,1
46640,भएकैहुन,1
46641,बिज्ञज्यु,1
46642,बोइङ,1
46643,खेप,1
46644,सक्केसी,1
46645,अर्नपर्च,1
46646,त्यतीन्जेल,1
46647,डलरका,1
46648,पर्नसक्ने,1
46649,फैलीक़ा,1
46650,रोग़मा,1
46651,भंडा,1
46652,ऐंबुलेंस,1
46653,अंबुलेंस,1
46654,लाग़ि,1
46655,सोचेक़ो,1
46656,त्यसैबाट,1
46657,भाएका,1
46658,शब्दै,1
46659,भगाउनुस,1
46660,चुनाबमा,1
46661,हुनेछअन्यथा,1
46662,विद्वानले,1
46663,नदियमा,1
46664,तालाचावी,1
46665,झ्वाट्ट,1
46666,बिउझिएछु,1
46667,प्रश्नपत्रको,1
46668,सम्झेछु,1
46669,जाचकिले,1
46670,बुझ्ला,1
46671,आरोज्ञताको,1
46672,सम्भावितको,1
46673,दिइएकाले,1
46674,तहहरूमा,1
46675,चलाइरहेका,1
46676,लढ्न,1
46677,गर्नुन,1
46678,वीं,1
46679,लिय,1
46680,मिया,1
46681,मुजध्दीन,1
46682,तेसको,1
46683,बहिष्कृत,1
46684,तिरस्कृत,1
46685,पैदलै,1
46686,सक्रियतासाथ,1
46687,सङ्घियताको,1
46688,वलीजीले,1
46689,नचाहदा,1
46690,नचाहदै,1
46691,वलीजीको,1
46692,स्थापनापछि,1
46693,औषधीहरुका,1
46694,छैन्यसले,1
46695,बर्षिए,1
46696,बिरामीबाहेक,1
46697,जिपी,1
46698,गुमाईसकेका,1
46699,डिएम,1
46700,अतिथिको,1
46701,मन्तब्य,1
46702,एकैछिन,1
46703,बाग्लुङ्ग,1
46704,रुकुमबाट,1
46705,कथाले,1
46706,भित्र्याउँदै,1
46707,असन्तुष्टिलाई,1
46708,हेरौंला,1
46709,हल्कारुपमा,1
46710,मन्त्रायको,1
46711,महावीरचौकमा,1
46712,लिनेबित्तकै,1
46713,होइनअहिलेको,1
46714,प्रतिरक्षामा,1
46715,उत्रनुनै,1
46716,होअर्को,1
46717,प्रकृयाले,1
46718,वोसिय,1
46719,फाटिय,1
46720,शब्दा,1
46721,साहै,1
46722,डडेल्धुराबाट,1
46723,बुटवलबाट,1
46724,जोगवनीको,1
46725,मनकुमारी,1
46726,छनप्रदेश,1
46727,आआफ्नै,1
46728,छनमहामारीको,1
46729,बिपदबाट,1
46730,पर्छगरौ,1
46731,छयसबारेको,1
46732,तथ्याकं,1
46733,फर्कदैं,1
46734,परिवारसँगै,1
46735,नलगाउनुहोस्,1
46736,धारी,1
46737,एमबिबिएस्,1
46738,नदिनेलाई,1
46739,युट्युबको,1
46740,ट्रेन्डिङमा,1
46741,भिडियोबारे,1
46742,कन्टेन्टमा,1
46743,उगेनलाई,1
46744,विमानसेवा,1
46745,ड्रुक,1
46746,एटीआर,1
46747,आइह,1
46748,छुट्याइयाे,1
46749,बाॅकेले,1
46750,सिभीयर,1
46751,खन्डनमा,1
46752,नउत्रौ,1
46753,फर्कीएकी,1
46754,रुपि,1
46755,बाध्यताका,1
46756,समयानान्तरण,1
46757,च्यानेलले,1
46758,स्थानीयवासी,1
46759,घुम्नका,1
46760,हिँडिरहेको,1
46761,टडम्प,1
46762,बडाउको,1
46763,टाईकुन,1
46764,बाको,1
46765,खबरहरु,1
46766,शुरूवात,1
46767,पाईरहियोस,1
46768,तहगतरुपमा,1
46769,हार्दै,1
46770,बागुलुङ्गकी,1
46771,स्वास्थ्यलाभका,1
46772,अभिनन्दन,1
46773,लागौँ,1
46774,केसका,1
46775,गौडाकोटकी,1
46776,चौंथोपटकको,1
46777,माइक्रोफोन,1
46778,राखिएकाले,1
46779,जीतको,1
46780,हुन्छअर्को,1
46781,सीमापार,1
46782,अनिवार्यमा,1
46783,किशोरकिशोरीलाई,1
46784,सराउनेलाई,1
46785,हरिसिद्धी,1
46786,लुभु,1
46787,नभेटी,1
46788,आफ्नू,1
46789,विषेशज्ञ,1
46790,प्रसिद्धिका,1
46791,बुझाैँ,1
46792,हुँदारहेछन्,1
46793,अत्याउँदा,1
46794,जाँच्दा,1
46795,टुंगिनेछ,1
46796,आउनुभएकी,1
46797,वताउनुभएको,1
46798,उहाँसहित,1
46799,टेलिभिजनवाट,1
46800,जेठभित्रमा,1
46801,पूर्वअध्यक्षहरु,1
46802,डेस्कबाट,1
46803,क्वीक,1
46804,अस्पतालवाट,1
46805,लेयर्सजातका,1
46806,कुखुरापालकले,1
46807,आईएनएस,1
46808,आंग्रेका,1
46809,नौसैनिकबाट,1
46810,एएनआईले,1
46811,सलामत,1
46812,लेखापालको,1
46813,स्पष्टिरण,1
46814,सेतोपाटि,1
46815,मातहतमा,1
46816,गतिलै,1
46817,ट्रान्सलेसन,1
46818,हुँदैनहोला,1
46819,विश्वमान,1
46820,गिज्याई,1
46821,चुनौतिसामु,1
46822,अगाढि,1
46823,राणाकाे,1
46824,सराउने,1
46825,व्यक्तिउपर,1
46826,मैतीदेवी,1
46827,पूर्वअर्थ,1
46828,प्रधानमन्त्रीकै,1
46829,ताक्नु,1
46830,बोकाएर,1
46831,जादैछन,1
46832,उत्साही,1
46833,सामर्थ्यवान,1
46834,भीटिएमको,1
46835,किदवाइले,1
46836,कष्टप्रद,1
46837,जीउनु,1
46838,दिदीबहिनीलाई,1
46839,कार्यकर्तापंक्तिलाई,1
46840,भइरहेकोे,1
46841,राहतहेपिएर,1
46842,पालिएका,1
46843,लगयत,1
46844,पूर्वअधिकृतका,1
46845,थुपारिएको,1
46846,इन्टरप्राइजका,1
46847,चुनाैती,1
46848,चियापत्ति,1
46849,टिप्ने,1
46850,ईमेलहरुले,1
46851,टेस्ट्,1
46852,हेरफेरले,1
46853,नकाट्न,1
46854,छभारतीय,1
46855,छन्समग्र,1
46856,परिवर्तनबीच,1
46857,पहिलोले,1
46858,सञ्चयका,1
46859,ठाउँअनुसार,1
46860,भिन्नभिन्न,1
46861,छोराछोरि,1
46862,नातिनातिनालाई,1
46863,फुलाउँदै,1
46864,ज्ञानका,1
46865,अच्चमको,1
46866,हरितगृह,1
46867,ग्याँस,1
46868,र्यापीड,1
46869,विरासत,1
46870,ओषधी,1
46871,परिस्थितिबारे,1
46872,पिछडा,1
46873,बर्गका,1
46874,जनप्रतिनीधि,1
46875,पर्शुराम,1
46876,एमालेको,1
46877,राष्टबादी,1
46878,विवेकसशुन्य,1
46879,स्रोतसाधनको,1
46880,झस्काएको,1
46881,छिमेकिले,1
46882,बेटि,1
46883,छदुबै,1
46884,रग्बीका,1
46885,तेतै,1
46886,मस्जिदबाट,1
46887,ल्याइएकाहरुको,1
46888,देखियका,1
46889,ॠशि,1
46890,धमला,1
46891,बाॅंच्दौऊ,1
46892,नबने,1
46893,राख्नैपर्ने,1
46894,विकल्पहरु,1
46895,तेश्राे,1
46896,हकबाट,1
46897,हकलाई,1
46898,सशस्त्रकाे,1
46899,फाैज,1
46900,आउटपोस्टकै,1
46901,बालापनका,1
46902,बादबिबाद,1
46903,हुनेगर्द्थ्यो,1
46904,बाहिरीए,1
46905,खुल्दुली,1
46906,मेटिन्थियो,1
46907,बारिका,1
46908,पेटि,1
46909,आगन,1
46910,ब्रन्डा,1
46911,मजेरी,1
46912,डोरेठो,1
46913,पैतलालाई,1
46914,गलाउने,1
46915,मध्यको,1
46916,नमस्कारम,1
46917,जनयुद्धले,1
46918,जिबनस्तरमा,1
46919,कायापलट,1
46920,जस्तापातासम्म,1
46921,मारिसके,1
46922,मातृभुमिलाई,1
46923,यसखालका,1
46924,मानवताले,1
46925,ओतप्रोत,1
46926,जन्मिरहनु,1
46927,छआशा,1
46928,गर्दैआउनु,1
46929,हरुबाट,1
46930,जनज्यु,1
46931,बाटअक्षरस,1
46932,खस्कँदो,1
46933,उदासिनताबाट,1
46934,तरिकाहरुर,1
46935,गुमाइरहेका,1
46936,समस्,1
46937,कारने,1
46938,हम्रा,1
46939,सौपा,1
46940,कैप,1
46941,पीस,1
46942,एप्सबाटै,1
46943,निजहरुको,1
46944,बौद्दिकज्युहरु,1
46945,हुनुभैइ,1
46946,बिरोजगार,1
46947,नबिनतम,1
46948,सान्कृतिक,1
46949,क्रान्ती,1
46950,साशकिय,1
46951,सम्रचनामा,1
46952,निरासाबाट,1
46953,नटिपेसम्म,1
46954,चरौदिका,1
46955,मुसलमानको,1
46956,ह्दयाघात,1
46957,आवसीय,1
46958,नवढाउने,1
46959,गरीरहने,1
46960,विदेशवाट,1
46961,वोकेर,1
46962,ल्यानेलाई,1
46963,नभएकोलाई,1
46964,थुनिरहने,1
46965,चमत्कारमा,1
46966,आउटपोस्टले,1
46967,न्युजिल्याण्ड,1
46968,फिनल्याण्ड,1
46969,डेनमार्क,1
46970,छोराछोरीको,1
46971,भनेरतपाईं,1
46972,प्रतिस्ठित,1
46973,विस्वस्थ,1
46974,आउनी,1
46975,मान्छु,1
46976,हारगुहार,1
46977,कारणहरुलाई,1
46978,सदावहार,1
46979,गल्लीहरू,1
46980,सच्याउँदै,1
46981,रोहवरमा,1
46982,खुलालले,1
46983,ईण्डेन,1
46984,मादर्चोद,1
46985,डुबेगा,1
46986,चहि,1
46987,प्रियतमहरुसङ्ग,1
46988,नपाइएला,1
46989,छिरेका,1
46990,पुग्योआज,1
46991,यथास्थानमै,1
46992,साम्प्रदायीक,1
46993,टार्नु,1
46994,भनिदिनुहोला,1
46995,संकटमोचनका,1
46996,राेजगारीले,1
46997,भइन्न,1
46998,अवसरपनि,1
46999,कोरामा,1
47000,ज़स्को,1
47001,प्रतिकारमा,1
47002,भिडोस्,1
47003,सत्तासिनहरूलाई,1
47004,अगाड़ि,1
47005,बढ़्ने,1
47006,जांगर,1
47007,नपलाएको,1
47008,अमात्यको,1
47009,तिनिहरूमा,1
47010,लक्षक्ष,1
47011,आफन्तकोमा,1
47012,बलदेव,1
47013,ईन्डियन,1
47014,संचेत,1
47015,बनै,1
47016,संशकित,1
47017,पलमा,1
47018,अल्पसंख्यकको,1
47019,बोल्दिने,1
47020,लोकतन्त्रवादी,1
47021,बोलेर,1
47022,नपुग्ला,1
47023,फाइनान्सिङ,1
47024,सिंगै,1
47025,अग्रगामी,1
47026,मारेछ,1
47027,एकैदिनजनामा,1
47028,त्यागौ,1
47029,विवरणनुसार,1
47030,खतराले,1
47031,हान्दैछ,1
47032,आवतजावतनै,1
47033,गुन्स्तरिय,1
47034,होइना,1
47035,जाच्ने,1
47036,तेस्मा,1
47037,पैसानै,1
47038,महाप्रलय,1
47039,बाडने,1
47040,लिनुरहेछ,1
47041,घन्टि,1
47042,कोरणा,1
47043,नमबर,1
47044,बडला,1
47045,जिज्ञासा्,1
47046,लाडाईम,1
47047,नानै,1
47048,एकैचोटि,1
47049,उदपयुरमा,1
47050,बहरानइनमा,1
47051,मात्रीका,1
47052,बंगलादेशी,1
47053,पत्रकारहरुसंग,1
47054,कन्फ्रेरन्स,1
47055,अनलाइनखबरका,1
47056,बिगृदै,1
47057,विषमया,1
47058,स्रोतकाअनुसारका,1
47059,जाॅचमा,1
47060,जाॅच,1
47061,देखिनेछन्,1
47062,निस्किसक्छ,1
47063,इनिएस्टा,1
47064,जिहादी,1
47065,अलकाईदा,1
47066,राखिँदो,1
47067,ठूल्दाईले,1
47068,नदेखिन,1
47069,इंग्ल्याण्डका,1
47070,लिड्स,1
47071,नरम्यान,1
47072,हन्टरको,1
47073,समितिसँग,1
47074,हिराका,1
47075,टुक्राले,1
47076,छोडिदे,1
47077,पैतालाले,1
47078,नापिरहेका,1
47079,यीनीहरुले,1
47080,प्रतिधित्व,1
47081,ज्यालाकै,1
47082,उल्टाइदिएको,1
47083,विवेकशिलको,1
47084,छ्टपटी,1
47085,आईपुग्यो,1
47086,जतिपनि,1
47087,सबैज्युको,1
47088,चित्कारले,1
47089,गरैा,1
47090,देखियोस,1
47091,पाँउ,1
47092,मच्चाएकोछ,1
47093,भन्दैछ्न,1
47094,कार्यालयकाले,1
47095,ठगको,1
47096,लिस्टपनि,1
47097,सक्छआशा,1
47098,पट्याएर,1
47099,करोडौंकरोड,1
47100,खुल्छ्नकि,1
47101,मात्तिने,1
47102,कमजोरीमा,1
47103,निजहरुलाई,1
47104,अन्तीम,1
47105,चालकलाइ,1
47106,बटै,1
47107,बिलम्ब,1
47108,त्यत्ति,1
47109,बर्खे,1
47110,जाँज,1
47111,हीड्ने,1
47112,पैतल,1
47113,हीड्नेहरु,1
47114,यूजर्सलाई,1
47115,नोटिफाई,1
47116,चौकीमा,1
47117,सुल्तानेटबासी,1
47118,सम्पुर्णले,1
47119,खन्डमा,1
47120,जल्यो,1
47121,राहातमा,1
47122,पक्षपात,1
47123,पापीहरुको,1
47124,डाक्टरकोमा,1
47125,आइपरेमा,1
47126,वरिपरीका,1
47127,लक्षणहरूको,1
47128,जानुभन्दा,1
47129,निस्किंदा,1
47130,हेलेमेल,1
47131,सॅसदको,1
47132,सॅक्रमणले,1
47133,केरियाले,1
47134,व्यबस्थापनको,1
47135,पाठबाट,1
47136,लेकतन्त्रलाई,1
47137,नपारी,1
47138,सिकौॅयो,1
47139,जनजाती,1
47140,अष्ट्रियाको,1
47141,राउतको,1
47142,कंपनियों,1
47143,यतीखेर,1
47144,सुकुम्वासी,1
47145,खाचोछैन,1
47146,सरूवाबढुवाको,1
47147,खाचोछ,1
47148,ग्रस्तयरीयामा,1
47149,टेस्टकोखाचोछ,1
47150,फर्कियका,1
47151,जमातीहरूको,1
47152,टेस्टगरी,1
47153,मनोशल,1
47154,उच्चराख्ने,1
47155,आइसोलेसनसहितको,1
47156,धर्तीमा,1
47157,ओठमुख,1
47158,सुकासुदै,1
47159,पैदलयात्री,1
47160,थोमस,1
47161,सन्क्रमितभएपछी,1
47162,दाबीमा,1
47163,वुहानस्थित,1
47164,आरोपले,1
47165,पत्रकारहरूलाई,1
47166,अभिनयको,1
47167,लियोनार्दो,1
47168,डिक्याप्रियो,1
47169,नीरो,1
47170,कुखुराले,1
47171,बर्डफ्लु,1
47172,सिभेट,1
47173,चमेराले,1
47174,जानाजान,1
47175,बदलाभावले,1
47176,हैनन्पशु,1
47177,बदलाजस्ता,1
47178,सीमाभित्र,1
47179,बढ्छन्,1
47180,मर्छन्पशु,1
47181,नचाहेरै,1
47182,उसँग,1
47183,यात्रीहरूको,1
47184,भित्रकै,1
47185,खान्दानी,1
47186,झण्डावाला,1
47187,युएइ,1
47188,ग्रुपसँगको,1
47189,सचिवहरुले,1
47190,मिटिङमार्फत,1
47191,एकअर्काका,1
47192,सच्यायो,1
47193,घण्टाघरको,1
47194,घडीले,1
47195,लगाइएका,1
47196,गभर्नरहरूलाई,1
47197,झारेका,1
47198,अन्तरक्रियात्मक,1
47199,चलाउनेहरूबाट,1
47200,सन्तुलनको,1
47201,रेडियोले,1
47202,पर्फेक्ट्,1
47203,भन्दिनँ,1
47204,आन्तरिकमा,1
47205,महीनाले,1
47206,डिस्ट्यान्सिङ्ग,1
47207,परीक्षणहरूको,1
47208,राजनीतिशास्त्री,1
47209,सँकटले,1
47210,सरकारीले,1
47211,विमर्शलाई,1
47212,छौंफलस्वरुप,1
47213,पोडकास्टको,1
47214,छआजदेखि,1
47215,गर्नेछौंआशा,1
47216,पोडकास्टहरुले,1
47217,अर्थपुर्ण,1
47218,सघाउनेछन्,1
47219,पाउथ्यो,1
47220,पाईएमा,1
47221,केराला,1
47222,चुरोमा,1
47223,आत्रेयको,1
47224,युईएफएको,1
47225,सिजनलाई,1
47226,भनिएकाको,1
47227,उमेरमै,1
47228,अलमेडाको,1
47229,क्राइम,1
47230,पुजिवादी,1
47231,पिपासु,1
47232,उद्दङ्गो,1
47233,पुजिवाद,1
47234,क्रूर,1
47235,रजिष्टार,1
47236,नृपध्वज,1
47237,दरपिठ,1
47238,हेरो,1
47239,राकु,1
47240,ढास,1
47241,खुस्केको,1
47242,ंघ,1
47243,म्याराथुन,1
47244,देखाइदिए,1
47245,सम्पन्नहरूलाई,1
47246,मर्लान,1
47247,नमर्लान,1
47248,भोकैप्यासै,1
47249,माईलको,1
47250,मतले,1
47251,कहलियौ,1
47252,नियतीले,1
47253,दुर्दिन,1
47254,माल्डेनमा,1
47255,धनवीर,1
47256,थापामगरको,1
47257,हिडदैन,1
47258,ऑखा,1
47259,निहत्थाको,1
47260,आङमा,1
47261,कालोपट्टि,1
47262,अन्धाधुन्ध,1
47263,लठ्ठीचार्ज,1
47264,खाडल,1
47265,लान्सेटमा,1
47266,आइसियूमा,1
47267,वृद्धदम्पती,1
47268,वर्षगाँठ,1
47269,भागहरुमा,1
47270,सवैतहका,1
47271,सरकारहरुको,1
47272,दुईपुरुषको,1
47273,आएकोछ,1
47274,अनलाइनलाई,1
